# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.6 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2024-04-01T00:00:00.0
# Date end (ISO 8601): 2025-04-01T00:00:00.0
# Latitude (positive North, ISO 19115): 27.8974
# Longitude (positive East, ISO 19115): 78.0880
# Altitude (m): 191.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-04-25
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI/DNI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2024-07-19T14:00:00.0/2024-07-19T15:00:00.0;1080.5490;744.0754;417.2095;326.8658;508.2757
2024-07-19T15:00:00.0/2024-07-19T16:00:00.0;879.8708;570.3867;287.4925;282.8942;428.7726
2024-07-19T16:00:00.0/2024-07-19T17:00:00.0;634.0756;365.7861;152.2596;213.5265;311.8548
2024-07-19T17:00:00.0/2024-07-19T18:00:00.0;359.9058;163.9881;45.7612;118.2269;156.7225
2024-07-19T18:00:00.0/2024-07-19T19:00:00.0;83.4921;25.1230;2.4701;22.6529;20.0127
2024-07-19T19:00:00.0/2024-07-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-19T20:00:00.0/2024-07-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-19T21:00:00.0/2024-07-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-19T22:00:00.0/2024-07-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-19T23:00:00.0/2024-07-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T00:00:00.0/2024-07-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T01:00:00.0/2024-07-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T02:00:00.0/2024-07-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T03:00:00.0/2024-07-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T04:00:00.0/2024-07-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T05:00:00.0/2024-07-20T06:00:00.0;82.7449;22.4970;0.9962;21.5008;7.9422
2024-07-20T06:00:00.0/2024-07-20T07:00:00.0;359.0075;144.8812;22.0669;122.8143;75.0474
2024-07-20T07:00:00.0/2024-07-20T08:00:00.0;633.2757;328.7584;81.8694;246.8889;167.4262
2024-07-20T08:00:00.0/2024-07-20T09:00:00.0;879.2048;526.5484;171.0890;355.4594;254.6855
2024-07-20T09:00:00.0/2024-07-20T10:00:00.0;1080.0240;703.5891;275.1223;428.4668;335.0035
2024-07-20T10:00:00.0/2024-07-20T11:00:00.0;1222.0344;832.9373;364.8784;468.0589;393.4091
2024-07-20T11:00:00.0/2024-07-20T12:00:00.0;1295.5438;901.9628;421.0440;480.9188;428.5419
2024-07-20T12:00:00.0/2024-07-20T13:00:00.0;1295.5280;905.1942;432.6339;472.5602;440.4048
2024-07-20T13:00:00.0/2024-07-20T14:00:00.0;1221.9740;843.1323;399.7881;443.3442;431.3302
2024-07-20T14:00:00.0/2024-07-20T15:00:00.0;1079.8817;720.3552;325.0099;395.3452;396.1437
2024-07-20T15:00:00.0/2024-07-20T16:00:00.0;878.9234;547.2965;217.0966;330.1999;323.8744
2024-07-20T16:00:00.0/2024-07-20T17:00:00.0;632.7845;345.6522;108.2825;237.3697;221.6262
2024-07-20T17:00:00.0/2024-07-20T18:00:00.0;358.2308;152.1118;29.3509;122.7609;100.1672
2024-07-20T18:00:00.0/2024-07-20T19:00:00.0;81.9247;23.1494;1.3674;21.7821;11.0208
2024-07-20T19:00:00.0/2024-07-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T20:00:00.0/2024-07-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T21:00:00.0/2024-07-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T22:00:00.0/2024-07-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-20T23:00:00.0/2024-07-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T00:00:00.0/2024-07-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T01:00:00.0/2024-07-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T02:00:00.0/2024-07-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T03:00:00.0/2024-07-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T04:00:00.0/2024-07-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T05:00:00.0/2024-07-21T06:00:00.0;81.2061;21.8942;0.8956;20.9987;7.1878
2024-07-21T06:00:00.0/2024-07-21T07:00:00.0;357.3036;142.7071;20.3979;122.3093;69.6566
2024-07-21T07:00:00.0/2024-07-21T08:00:00.0;631.9574;324.7839;76.0192;248.7647;155.7939
2024-07-21T08:00:00.0/2024-07-21T09:00:00.0;878.2329;523.0286;163.2687;359.7599;243.0824
2024-07-21T09:00:00.0/2024-07-21T10:00:00.0;1079.3352;703.5501;273.8191;429.7310;333.5250
2024-07-21T10:00:00.0/2024-07-21T11:00:00.0;1221.5459;836.3480;374.2854;462.0626;403.6964
2024-07-21T11:00:00.0/2024-07-21T12:00:00.0;1295.1588;908.6380;445.3451;463.2930;453.4380
2024-07-21T12:00:00.0/2024-07-21T13:00:00.0;1295.1421;915.1677;481.8748;433.2928;490.8201
2024-07-21T13:00:00.0/2024-07-21T14:00:00.0;1221.4825;856.9637;471.0260;385.9377;508.6867
2024-07-21T14:00:00.0/2024-07-21T15:00:00.0;1079.1871;737.6805;400.7977;336.8828;489.1529
2024-07-21T15:00:00.0/2024-07-21T16:00:00.0;877.9412;566.3611;280.5297;285.8314;419.5963
2024-07-21T16:00:00.0/2024-07-21T17:00:00.0;631.4497;364.0265;151.5090;212.5174;311.9549
2024-07-21T17:00:00.0/2024-07-21T18:00:00.0;356.5023;162.4206;45.4909;116.9297;156.6452
2024-07-21T18:00:00.0/2024-07-21T19:00:00.0;80.3630;23.9616;2.2226;21.7390;18.2189
2024-07-21T19:00:00.0/2024-07-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T20:00:00.0/2024-07-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T21:00:00.0/2024-07-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T22:00:00.0/2024-07-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-21T23:00:00.0/2024-07-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T00:00:00.0/2024-07-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T01:00:00.0/2024-07-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T02:00:00.0/2024-07-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T03:00:00.0/2024-07-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T04:00:00.0/2024-07-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T05:00:00.0/2024-07-22T06:00:00.0;79.5915;24.1004;2.4731;21.6274;20.5769
2024-07-22T06:00:00.0/2024-07-22T07:00:00.0;355.5461;161.6444;44.6521;116.9923;155.3738
2024-07-22T07:00:00.0/2024-07-22T08:00:00.0;630.5953;358.8121;139.4192;219.3929;287.8747
2024-07-22T08:00:00.0/2024-07-22T09:00:00.0;877.2258;559.8708;257.3204;302.5505;384.9722
2024-07-22T09:00:00.0/2024-07-22T10:00:00.0;1078.6183;733.8772;377.9324;355.9448;461.3999
2024-07-22T10:00:00.0/2024-07-22T11:00:00.0;1221.0342;858.9746;471.8312;387.1434;509.4990
2024-07-22T11:00:00.0/2024-07-22T12:00:00.0;1294.7529;924.9737;528.5234;396.4503;538.4512
2024-07-22T12:00:00.0/2024-07-22T13:00:00.0;1294.7354;926.9669;542.4553;384.5116;552.7260
2024-07-22T13:00:00.0/2024-07-22T14:00:00.0;1220.9679;864.3407;505.7560;358.5847;546.3306
2024-07-22T14:00:00.0/2024-07-22T15:00:00.0;1078.4641;741.5390;417.7398;323.7992;510.2136
2024-07-22T15:00:00.0/2024-07-22T16:00:00.0;876.9236;568.3192;290.6123;277.7069;435.1960
2024-07-22T16:00:00.0/2024-07-22T17:00:00.0;630.0710;364.0871;155.7067;208.3804;321.2344
2024-07-22T17:00:00.0/2024-07-22T18:00:00.0;354.7202;161.6762;46.6063;115.0699;161.4677
2024-07-22T18:00:00.0/2024-07-22T19:00:00.0;78.7321;23.4888;2.2960;21.1928;19.0599
2024-07-22T19:00:00.0/2024-07-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T20:00:00.0/2024-07-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T21:00:00.0/2024-07-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T22:00:00.0/2024-07-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-22T23:00:00.0/2024-07-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T00:00:00.0/2024-07-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T01:00:00.0/2024-07-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T02:00:00.0/2024-07-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T03:00:00.0/2024-07-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T04:00:00.0/2024-07-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T05:00:00.0/2024-07-23T06:00:00.0;77.9932;22.2669;1.4971;20.7698;12.3906
2024-07-23T06:00:00.0/2024-07-23T07:00:00.0;353.7350;152.6990;33.0390;119.6600;114.1978
2024-07-23T07:00:00.0/2024-07-23T08:00:00.0;629.1888;348.6370;119.2965;229.3405;245.8836
2024-07-23T08:00:00.0/2024-07-23T09:00:00.0;876.1826;549.7121;227.5088;322.2033;341.2046
2024-07-23T09:00:00.0/2024-07-23T10:00:00.0;1077.8721;719.6730;318.8313;400.8417;389.8033
2024-07-23T10:00:00.0/2024-07-23T11:00:00.0;1220.4980;841.5143;386.2142;455.3001;417.3924
2024-07-23T11:00:00.0/2024-07-23T12:00:00.0;1294.3252;906.4484;427.6668;478.7816;435.9092
2024-07-23T12:00:00.0/2024-07-23T13:00:00.0;1294.3066;910.0121;443.0679;466.9442;451.6987
2024-07-23T13:00:00.0/2024-07-23T14:00:00.0;1220.4286;848.0103;418.2198;429.7904;452.0882
2024-07-23T14:00:00.0/2024-07-23T15:00:00.0;1077.7117;719.4035;325.5968;393.8067;397.1334
2024-07-23T15:00:00.0/2024-07-23T16:00:00.0;875.8699;533.0901;191.1097;341.9805;285.3843
2024-07-23T16:00:00.0/2024-07-23T17:00:00.0;628.6479;323.5087;80.3987;243.1100;164.4709
2024-07-23T17:00:00.0/2024-07-23T18:00:00.0;352.8846;136.3939;17.7121;118.6818;60.8244
2024-07-23T18:00:00.0/2024-07-23T19:00:00.0;77.1195;19.9545;0.6743;19.2802;5.5077
2024-07-23T19:00:00.0/2024-07-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T20:00:00.0/2024-07-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T21:00:00.0/2024-07-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T22:00:00.0/2024-07-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-23T23:00:00.0/2024-07-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T00:00:00.0/2024-07-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T01:00:00.0/2024-07-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T02:00:00.0/2024-07-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T03:00:00.0/2024-07-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T04:00:00.0/2024-07-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T05:00:00.0/2024-07-24T06:00:00.0;76.3272;18.7737;0.4273;18.3465;3.4587
2024-07-24T06:00:00.0/2024-07-24T07:00:00.0;351.8709;129.6181;13.2022;116.4158;45.1511
2024-07-24T07:00:00.0/2024-07-24T08:00:00.0;627.7382;306.8454;59.2360;247.6093;121.5670
2024-07-24T08:00:00.0/2024-07-24T09:00:00.0;875.1033;504.6835;136.8295;367.8541;204.5975
2024-07-24T09:00:00.0/2024-07-24T10:00:00.0;1077.0961;682.2159;229.1237;453.0922;279.8121
2024-07-24T10:00:00.0/2024-07-24T11:00:00.0;1219.9365;813.2533;312.0452;501.2081;337.2059
2024-07-24T11:00:00.0/2024-07-24T12:00:00.0;1293.8744;884.0036;367.2156;516.7880;374.4783
2024-07-24T12:00:00.0/2024-07-24T13:00:00.0;1293.8547;888.5934;384.0864;504.5070;391.7781
2024-07-24T13:00:00.0/2024-07-24T14:00:00.0;1219.8636;827.3937;358.5341;468.8596;387.7677
2024-07-24T14:00:00.0/2024-07-24T15:00:00.0;1076.9293;703.2720;287.3389;415.9331;351.2872
2024-07-24T15:00:00.0/2024-07-24T16:00:00.0;874.7798;527.0870;184.7307;342.3563;276.8000
2024-07-24T16:00:00.0/2024-07-24T17:00:00.0;627.1806;325.8718;86.7797;239.0921;178.8295
2024-07-24T17:00:00.0/2024-07-24T18:00:00.0;350.9962;138.9766;21.1089;117.8676;72.7053
2024-07-24T18:00:00.0/2024-07-24T19:00:00.0;75.4373;19.7929;0.7588;19.0341;6.2524
2024-07-24T19:00:00.0/2024-07-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T20:00:00.0/2024-07-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T21:00:00.0/2024-07-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T22:00:00.0/2024-07-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-24T23:00:00.0/2024-07-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T00:00:00.0/2024-07-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T01:00:00.0/2024-07-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T02:00:00.0/2024-07-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T03:00:00.0/2024-07-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T04:00:00.0/2024-07-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T05:00:00.0/2024-07-25T06:00:00.0;74.6772;20.8956;1.2070;19.6886;9.9902
2024-07-25T06:00:00.0/2024-07-25T07:00:00.0;349.9538;151.9030;35.1295;116.7734;121.2294
2024-07-25T07:00:00.0/2024-07-25T08:00:00.0;626.2431;356.1143;142.8808;213.2335;295.1197
2024-07-25T08:00:00.0/2024-07-25T09:00:00.0;873.9869;563.6022;282.3287;281.2735;424.6783
2024-07-25T09:00:00.0/2024-07-25T10:00:00.0;1076.2891;734.3808;395.2091;339.1717;484.0875
2024-07-25T10:00:00.0/2024-07-25T11:00:00.0;1219.3484;856.5393;475.0972;381.4421;514.1595
2024-07-25T11:00:00.0/2024-07-25T12:00:00.0;1293.3990;921.8043;526.4853;395.3190;537.2139
2024-07-25T12:00:00.0/2024-07-25T13:00:00.0;1293.3784;925.7259;551.2871;374.4388;562.6597
2024-07-25T13:00:00.0/2024-07-25T14:00:00.0;1219.2721;865.0336;524.4055;340.6281;567.6765
2024-07-25T14:00:00.0/2024-07-25T15:00:00.0;1076.1157;742.0364;434.1070;307.9294;531.4694
2024-07-25T15:00:00.0/2024-07-25T16:00:00.0;873.6524;565.2907;292.3779;272.9129;439.3575
2024-07-25T16:00:00.0/2024-07-25T17:00:00.0;625.6686;357.8110;149.1177;208.6933;309.2621
2024-07-25T17:00:00.0/2024-07-25T18:00:00.0;349.0547;156.4141;42.7202;113.6939;150.6138
2024-07-25T18:00:00.0/2024-07-25T19:00:00.0;73.7793;21.8298;2.0595;19.7703;17.6404
2024-07-25T19:00:00.0/2024-07-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T20:00:00.0/2024-07-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T21:00:00.0/2024-07-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T22:00:00.0/2024-07-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-25T23:00:00.0/2024-07-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T00:00:00.0/2024-07-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T01:00:00.0/2024-07-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T02:00:00.0/2024-07-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T03:00:00.0/2024-07-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T04:00:00.0/2024-07-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T05:00:00.0/2024-07-26T06:00:00.0;72.9679;21.4626;1.8330;19.6296;15.6303
2024-07-26T06:00:00.0/2024-07-26T07:00:00.0;347.9838;157.4058;43.6758;113.7300;153.2803
2024-07-26T07:00:00.0/2024-07-26T08:00:00.0;624.7031;361.8212;156.7022;205.1190;325.6299
2024-07-26T08:00:00.0/2024-07-26T09:00:00.0;872.8328;568.2275;300.1503;268.0772;451.9215
2024-07-26T09:00:00.0/2024-07-26T10:00:00.0;1075.4503;741.4086;430.8968;310.5118;528.1499
2024-07-26T10:00:00.0/2024-07-26T11:00:00.0;1218.7324;865.5769;530.4495;335.1274;574.3672
2024-07-26T11:00:00.0/2024-07-26T12:00:00.0;1292.8982;929.5445;580.1219;349.4226;592.3850
2024-07-26T12:00:00.0/2024-07-26T13:00:00.0;1292.8765;927.7565;570.9780;356.7785;583.0179
2024-07-26T13:00:00.0/2024-07-26T14:00:00.0;1218.6527;861.2540;510.6261;350.6278;552.8871
2024-07-26T14:00:00.0/2024-07-26T15:00:00.0;1075.2703;730.1872;387.7935;342.3937;474.4328
2024-07-26T15:00:00.0/2024-07-26T16:00:00.0;872.4872;542.3549;221.9669;320.3881;332.5027
2024-07-26T16:00:00.0/2024-07-26T17:00:00.0;624.1118;328.9886;91.2271;237.7616;188.1388
2024-07-26T17:00:00.0/2024-07-26T18:00:00.0;347.0606;137.4421;20.1256;117.3165;70.1262
2024-07-26T18:00:00.0/2024-07-26T19:00:00.0;72.0570;19.0064;0.7074;18.2990;5.9558
2024-07-26T19:00:00.0/2024-07-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T20:00:00.0/2024-07-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T21:00:00.0/2024-07-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T22:00:00.0/2024-07-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-26T23:00:00.0/2024-07-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T00:00:00.0/2024-07-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T01:00:00.0/2024-07-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T02:00:00.0/2024-07-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T03:00:00.0/2024-07-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T04:00:00.0/2024-07-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T05:00:00.0/2024-07-27T06:00:00.0;71.2735;21.9662;2.5113;19.4548;21.8685
2024-07-27T06:00:00.0/2024-07-27T07:00:00.0;345.9613;164.7619;55.9276;108.8343;198.3138
2024-07-27T07:00:00.0/2024-07-27T08:00:00.0;623.1182;375.0357;190.7817;184.2540;398.2033
2024-07-27T08:00:00.0/2024-07-27T09:00:00.0;871.6405;580.4278;342.2303;238.1975;517.0872
2024-07-27T09:00:00.0/2024-07-27T10:00:00.0;1074.5789;748.6219;459.7158;288.9062;564.4244
2024-07-27T10:00:00.0/2024-07-27T11:00:00.0;1218.0876;868.1200;541.9211;326.1989;587.4043
2024-07-27T11:00:00.0/2024-07-27T12:00:00.0;1292.3704;929.8055;580.6227;349.1828;593.2604
2024-07-27T12:00:00.0/2024-07-27T13:00:00.0;1292.3474;928.7679;574.6835;354.0844;587.1772
2024-07-27T13:00:00.0/2024-07-27T14:00:00.0;1218.0042;862.9463;517.2210;345.7253;560.4771
2024-07-27T14:00:00.0/2024-07-27T15:00:00.0;1074.3917;740.2645;427.2362;313.0282;524.7263
2024-07-27T15:00:00.0/2024-07-27T16:00:00.0;871.2836;572.8077;317.3925;255.4152;479.6504
2024-07-27T16:00:00.0/2024-07-27T17:00:00.0;622.5098;373.4514;188.3288;185.1226;395.8468
2024-07-27T17:00:00.0/2024-07-27T18:00:00.0;345.0140;169.4841;67.4187;102.0654;243.4743
2024-07-27T18:00:00.0/2024-07-27T19:00:00.0;70.3577;22.8308;3.9267;18.9041;35.1708
2024-07-27T19:00:00.0/2024-07-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T20:00:00.0/2024-07-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T21:00:00.0/2024-07-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T22:00:00.0/2024-07-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-27T23:00:00.0/2024-07-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T00:00:00.0/2024-07-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T01:00:00.0/2024-07-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T02:00:00.0/2024-07-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T03:00:00.0/2024-07-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T04:00:00.0/2024-07-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T05:00:00.0/2024-07-28T06:00:00.0;69.5290;21.1077;2.3447;18.7630;20.6640
2024-07-28T06:00:00.0/2024-07-28T07:00:00.0;343.8863;161.0724;53.1468;107.9256;189.6537
2024-07-28T07:00:00.0/2024-07-28T08:00:00.0;621.4879;367.6415;178.1496;189.4919;373.0723
2024-07-28T08:00:00.0/2024-07-28T09:00:00.0;870.4094;572.0146;323.5638;248.4509;489.3015
2024-07-28T09:00:00.0/2024-07-28T10:00:00.0;1073.6736;742.1010;444.6814;297.4196;546.4805
2024-07-28T10:00:00.0/2024-07-28T11:00:00.0;1217.4128;863.5334;528.0962;335.4373;572.8388
2024-07-28T11:00:00.0/2024-07-28T12:00:00.0;1291.8143;929.1755;582.2834;346.8922;595.2621
2024-07-28T12:00:00.0/2024-07-28T13:00:00.0;1291.7903;934.9224;611.4195;323.5029;625.2145
2024-07-28T13:00:00.0/2024-07-28T14:00:00.0;1217.3256;876.2325;592.1171;284.1154;642.5548
2024-07-28T14:00:00.0/2024-07-28T15:00:00.0;1073.4794;757.6183;514.5226;243.0957;632.5772
2024-07-28T15:00:00.0/2024-07-28T16:00:00.0;870.0410;588.4172;382.1756;206.2416;578.6047
2024-07-28T16:00:00.0/2024-07-28T17:00:00.0;620.8625;385.7563;227.2240;158.5323;478.6628
2024-07-28T17:00:00.0/2024-07-28T18:00:00.0;342.9150;174.1685;78.0386;96.1299;281.7709
2024-07-28T18:00:00.0/2024-07-28T19:00:00.0;68.6056;22.4415;3.9890;18.4525;35.9159
2024-07-28T19:00:00.0/2024-07-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T20:00:00.0/2024-07-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T21:00:00.0/2024-07-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T22:00:00.0/2024-07-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-28T23:00:00.0/2024-07-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T00:00:00.0/2024-07-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T01:00:00.0/2024-07-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T02:00:00.0/2024-07-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T03:00:00.0/2024-07-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T04:00:00.0/2024-07-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-07-29T05:00:00.0/2024-07-29T06:00:00.0;67.7978;21.1332;2.7529;18.3803;24.8184
2024-07-29T06:00:00.0/2024-07-29T07:00:00.0;341.7592;163.8321;57.8630;105.9690;208.7605
2024-07-29T07:00:00.0/2024-07-29T08:00:00.0;619.8123;371.7893;184.4329;187.3564;387.9312
