# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.6 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2024-04-01T00:00:00.0
# Date end (ISO 8601): 2025-04-01T00:00:00.0
# Latitude (positive North, ISO 19115): 27.8974
# Longitude (positive East, ISO 19115): 78.0880
# Altitude (m): 191.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-04-25
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI/DNI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2024-08-23T21:00:00.0/2024-08-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-23T22:00:00.0/2024-08-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-23T23:00:00.0/2024-08-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T00:00:00.0/2024-08-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T01:00:00.0/2024-08-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T02:00:00.0/2024-08-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T03:00:00.0/2024-08-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T04:00:00.0/2024-08-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T05:00:00.0/2024-08-24T06:00:00.0;23.3590;5.6948;0.1741;5.5207;2.4894
2024-08-24T06:00:00.0/2024-08-24T07:00:00.0;269.3127;107.1119;21.7974;85.3146;93.3027
2024-08-24T07:00:00.0/2024-08-24T08:00:00.0;559.9551;302.2874;109.1820;193.1054;253.6057
2024-08-24T08:00:00.0/2024-08-24T09:00:00.0;820.5645;513.9966;238.0733;275.9233;384.0537
2024-08-24T09:00:00.0/2024-08-24T10:00:00.0;1033.3634;698.0012;368.9563;329.0449;474.8365
2024-08-24T10:00:00.0/2024-08-24T11:00:00.0;1183.8302;831.3534;473.7235;357.6299;533.0469
2024-08-24T11:00:00.0/2024-08-24T12:00:00.0;1261.6897;902.1821;537.0317;365.1505;567.3193
2024-08-24T12:00:00.0/2024-08-24T13:00:00.0;1261.6144;905.0854;551.6437;353.4417;582.8828
2024-08-24T13:00:00.0/2024-08-24T14:00:00.0;1183.5887;839.9111;511.5077;328.4034;575.9464
2024-08-24T14:00:00.0/2024-08-24T15:00:00.0;1032.9111;712.1360;420.4183;291.7177;541.8256
2024-08-24T15:00:00.0/2024-08-24T16:00:00.0;819.8325;532.7581;290.7252;242.0329;470.4452
2024-08-24T16:00:00.0/2024-08-24T17:00:00.0;558.8585;321.4013;147.9986;173.4027;346.5272
2024-08-24T17:00:00.0/2024-08-24T18:00:00.0;267.7605;117.3125;35.8563;81.4562;158.2291
2024-08-24T18:00:00.0/2024-08-24T19:00:00.0;22.6304;6.0134;0.4223;5.5911;6.3549
2024-08-24T19:00:00.0/2024-08-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T20:00:00.0/2024-08-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T21:00:00.0/2024-08-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T22:00:00.0/2024-08-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-24T23:00:00.0/2024-08-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T00:00:00.0/2024-08-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T01:00:00.0/2024-08-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T02:00:00.0/2024-08-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T03:00:00.0/2024-08-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T04:00:00.0/2024-08-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T05:00:00.0/2024-08-25T06:00:00.0;21.9400;5.6438;0.2564;5.3873;3.8626
2024-08-25T06:00:00.0/2024-08-25T07:00:00.0;265.9220;113.6998;30.3590;83.3408;132.2767
2024-08-25T07:00:00.0/2024-08-25T08:00:00.0;557.0239;318.9948;141.4397;177.5550;331.3285
2024-08-25T08:00:00.0/2024-08-25T09:00:00.0;818.0446;534.3380;291.8333;242.5047;473.0027
2024-08-25T09:00:00.0/2024-08-25T10:00:00.0;1031.1787;717.6162;435.2354;282.3807;561.8260
2024-08-25T10:00:00.0/2024-08-25T11:00:00.0;1181.8817;849.1448;545.5315;303.6133;615.2267
2024-08-25T11:00:00.0/2024-08-25T12:00:00.0;1259.8621;916.6906;600.2689;316.4216;635.4061
2024-08-25T12:00:00.0/2024-08-25T13:00:00.0;1259.7844;913.9260;586.0769;327.8491;620.3578
2024-08-25T13:00:00.0/2024-08-25T14:00:00.0;1181.6332;842.6794;516.3361;326.3433;582.3470
2024-08-25T14:00:00.0/2024-08-25T15:00:00.0;1030.7153;706.2909;396.0458;310.2451;510.9833
2024-08-25T15:00:00.0/2024-08-25T16:00:00.0;817.2982;514.9635;243.1840;271.7795;393.4786
2024-08-25T16:00:00.0/2024-08-25T17:00:00.0;555.9104;296.4601;102.4543;194.0058;238.6343
2024-08-25T17:00:00.0/2024-08-25T18:00:00.0;264.3516;101.4740;17.8560;83.6180;77.0981
2024-08-25T18:00:00.0/2024-08-25T19:00:00.0;21.2130;4.9925;0.1151;4.8774;1.7028
2024-08-25T19:00:00.0/2024-08-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T20:00:00.0/2024-08-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T21:00:00.0/2024-08-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T22:00:00.0/2024-08-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-25T23:00:00.0/2024-08-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T00:00:00.0/2024-08-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T01:00:00.0/2024-08-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T02:00:00.0/2024-08-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T03:00:00.0/2024-08-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T04:00:00.0/2024-08-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T05:00:00.0/2024-08-26T06:00:00.0;20.5198;4.9321;0.1460;4.7861;2.2229
2024-08-26T06:00:00.0/2024-08-26T07:00:00.0;262.4916;105.3087;23.0302;82.2785;100.1716
2024-08-26T07:00:00.0/2024-08-26T08:00:00.0;554.0475;305.7136;121.6831;184.0306;285.4818
2024-08-26T08:00:00.0/2024-08-26T09:00:00.0;815.4748;522.0007;266.2525;255.7482;432.8749
2024-08-26T09:00:00.0/2024-08-26T10:00:00.0;1028.9402;705.7870;402.2463;303.5406;520.5359
2024-08-26T10:00:00.0/2024-08-26T11:00:00.0;1179.8765;838.2253;507.3331;330.8922;573.3585
2024-08-26T11:00:00.0/2024-08-26T12:00:00.0;1257.9763;907.5410;565.1176;342.4234;599.3202
2024-08-26T12:00:00.0/2024-08-26T13:00:00.0;1257.8962;908.0740;567.3848;340.6892;601.7874
2024-08-26T13:00:00.0/2024-08-26T14:00:00.0;1179.6210;840.1208;514.3312;325.7896;581.4798
2024-08-26T14:00:00.0/2024-08-26T15:00:00.0;1028.4656;705.1156;399.7075;305.4081;516.8929
2024-08-26T15:00:00.0/2024-08-26T16:00:00.0;814.7139;510.9912;237.3486;273.6426;384.9903
2024-08-26T16:00:00.0/2024-08-26T17:00:00.0;552.9172;290.4077;93.7231;196.6846;218.6590
2024-08-26T17:00:00.0/2024-08-26T18:00:00.0;260.9031;96.8793;13.9476;82.9317;59.6985
2024-08-26T18:00:00.0/2024-08-26T19:00:00.0;19.7847;4.4964;0.0604;4.4360;0.9010
2024-08-26T19:00:00.0/2024-08-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T20:00:00.0/2024-08-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T21:00:00.0/2024-08-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T22:00:00.0/2024-08-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-26T23:00:00.0/2024-08-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T00:00:00.0/2024-08-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T01:00:00.0/2024-08-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T02:00:00.0/2024-08-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T03:00:00.0/2024-08-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T04:00:00.0/2024-08-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T05:00:00.0/2024-08-27T06:00:00.0;19.1613;4.6574;0.1396;4.5178;2.2018
2024-08-27T06:00:00.0/2024-08-27T07:00:00.0;259.0220;105.0321;23.6151;81.4170;103.9767
2024-08-27T07:00:00.0/2024-08-27T08:00:00.0;551.0263;305.5197;123.1600;182.3597;290.8508
2024-08-27T08:00:00.0/2024-08-27T09:00:00.0;812.8550;520.8110;267.2057;253.6053;436.0260
2024-08-27T09:00:00.0/2024-08-27T10:00:00.0;1026.6475;704.1302;403.7167;300.4135;523.8458
2024-08-27T10:00:00.0/2024-08-27T11:00:00.0;1177.8141;836.0342;509.0483;326.9860;576.5682
2024-08-27T11:00:00.0/2024-08-27T12:00:00.0;1256.0320;905.0978;568.2750;336.8229;603.8656
2024-08-27T12:00:00.0/2024-08-27T13:00:00.0;1255.9493;905.9551;574.5397;331.4154;610.6097
2024-08-27T13:00:00.0/2024-08-27T14:00:00.0;1177.5514;838.5923;524.8366;313.7557;594.7117
2024-08-27T14:00:00.0/2024-08-27T15:00:00.0;1026.1616;707.6800;421.1891;286.4909;546.7963
2024-08-27T15:00:00.0/2024-08-27T16:00:00.0;812.0796;523.4363;277.1927;246.2436;452.7721
2024-08-27T16:00:00.0/2024-08-27T17:00:00.0;549.8794;308.3533;130.5084;177.8449;309.4905
2024-08-27T17:00:00.0/2024-08-27T18:00:00.0;257.4159;106.8390;26.7002;80.1388;119.4349
2024-08-27T18:00:00.0/2024-08-27T19:00:00.0;18.4309;4.5883;0.1782;4.4101;2.9081
2024-08-27T19:00:00.0/2024-08-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T20:00:00.0/2024-08-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T21:00:00.0/2024-08-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T22:00:00.0/2024-08-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-27T23:00:00.0/2024-08-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T00:00:00.0/2024-08-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T01:00:00.0/2024-08-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T02:00:00.0/2024-08-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T03:00:00.0/2024-08-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T04:00:00.0/2024-08-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T05:00:00.0/2024-08-28T06:00:00.0;17.8095;4.7982;0.4310;4.3672;7.2393
2024-08-28T06:00:00.0/2024-08-28T07:00:00.0;255.5135;118.7347;48.1016;70.6331;221.2013
2024-08-28T07:00:00.0/2024-08-28T08:00:00.0;547.9594;330.8860;192.3808;138.5052;461.2720
2024-08-28T08:00:00.0/2024-08-28T09:00:00.0;810.1832;544.4152;360.8367;183.5786;592.4486
2024-08-28T09:00:00.0/2024-08-28T10:00:00.0;1024.2972;723.9698;507.3925;216.5773;660.7417
2024-08-28T10:00:00.0/2024-08-28T11:00:00.0;1175.6902;852.5161;612.2540;240.2621;695.2372
2024-08-28T11:00:00.0/2024-08-28T12:00:00.0;1254.0238;919.6995;667.8178;251.8817;711.1235
2024-08-28T12:00:00.0/2024-08-28T13:00:00.0;1253.9385;920.4267;673.0082;247.4185;716.7398
2024-08-28T13:00:00.0/2024-08-28T14:00:00.0;1175.4194;853.6091;618.4402;235.1688;702.4366
2024-08-28T14:00:00.0/2024-08-28T15:00:00.0;1023.7988;722.9846;501.3744;221.6102;652.7310
2024-08-28T15:00:00.0/2024-08-28T16:00:00.0;809.3919;537.0923;331.4878;205.6045;543.6047
2024-08-28T16:00:00.0/2024-08-28T17:00:00.0;546.7949;317.8853;157.1369;160.7484;374.9562
2024-08-28T17:00:00.0/2024-08-28T18:00:00.0;253.8896;109.2559;32.0232;77.2327;145.1893
2024-08-28T18:00:00.0/2024-08-28T19:00:00.0;17.1332;4.3416;0.2064;4.1352;3.4998
2024-08-28T19:00:00.0/2024-08-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T20:00:00.0/2024-08-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T21:00:00.0/2024-08-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T22:00:00.0/2024-08-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-28T23:00:00.0/2024-08-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T00:00:00.0/2024-08-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T01:00:00.0/2024-08-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T02:00:00.0/2024-08-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T03:00:00.0/2024-08-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T04:00:00.0/2024-08-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T05:00:00.0/2024-08-29T06:00:00.0;16.5397;4.1070;0.1437;3.9633;2.5006
2024-08-29T06:00:00.0/2024-08-29T07:00:00.0;251.9669;106.6792;28.1766;78.5026;126.8940
2024-08-29T07:00:00.0/2024-08-29T08:00:00.0;544.8470;312.6628;142.9476;169.7153;342.4070
2024-08-29T08:00:00.0/2024-08-29T09:00:00.0;807.4595;530.3510;304.2624;226.0886;500.0430
2024-08-29T09:00:00.0/2024-08-29T10:00:00.0;1021.8902;717.3419;468.4199;248.9220;611.0435
2024-08-29T10:00:00.0/2024-08-29T11:00:00.0;1173.5061;852.3036;600.5576;251.7460;683.2458
2024-08-29T11:00:00.0/2024-08-29T12:00:00.0;1251.9539;922.9296;675.6899;247.2397;721.0300
2024-08-29T12:00:00.0/2024-08-29T13:00:00.0;1251.8660;922.6808;677.6980;244.9828;723.2542
2024-08-29T13:00:00.0/2024-08-29T14:00:00.0;1173.2281;854.0690;618.6539;235.4151;704.2768
2024-08-29T14:00:00.0/2024-08-29T15:00:00.0;1021.3804;721.4844;499.0709;222.4136;651.5823
2024-08-29T15:00:00.0/2024-08-29T16:00:00.0;806.6538;534.2969;330.1749;204.1220;543.5439
2024-08-29T16:00:00.0/2024-08-29T17:00:00.0;543.6661;314.5049;156.1630;158.3419;374.8465
2024-08-29T17:00:00.0/2024-08-29T18:00:00.0;250.3259;106.4177;31.1717;75.2460;142.4174
2024-08-29T18:00:00.0/2024-08-29T19:00:00.0;15.8680;3.9299;0.1867;3.7432;3.3303
2024-08-29T19:00:00.0/2024-08-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T20:00:00.0/2024-08-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T21:00:00.0/2024-08-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T22:00:00.0/2024-08-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-29T23:00:00.0/2024-08-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T00:00:00.0/2024-08-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T01:00:00.0/2024-08-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T02:00:00.0/2024-08-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T03:00:00.0/2024-08-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T04:00:00.0/2024-08-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T05:00:00.0/2024-08-30T06:00:00.0;15.2645;3.7772;0.1728;3.6043;3.1358
2024-08-30T06:00:00.0/2024-08-30T07:00:00.0;248.3831;105.8067;31.7951;74.0116;146.3626
2024-08-30T07:00:00.0/2024-08-30T08:00:00.0;541.6909;309.8318;149.8405;159.9913;362.0682
2024-08-30T08:00:00.0/2024-08-30T09:00:00.0;804.6860;522.7056;302.9599;219.7458;500.5734
2024-08-30T09:00:00.0/2024-08-30T10:00:00.0;1019.4283;703.8192;444.7967;259.0225;582.2593
2024-08-30T10:00:00.0/2024-08-30T11:00:00.0;1171.2637;833.6140;550.0435;283.5704;627.4474
2024-08-30T11:00:00.0/2024-08-30T12:00:00.0;1249.8236;900.7906;603.6562;297.1345;645.5836
2024-08-30T12:00:00.0/2024-08-30T13:00:00.0;1249.7333;899.8278;598.4741;301.3537;640.0710
2024-08-30T13:00:00.0/2024-08-30T14:00:00.0;1170.9784;830.5942;536.0206;294.5736;611.5435
2024-08-30T14:00:00.0/2024-08-30T15:00:00.0;1018.9072;698.6448;424.3172;274.3276;555.5817
2024-08-30T15:00:00.0/2024-08-30T16:00:00.0;803.8658;515.4333;280.6354;234.7979;463.7875
2024-08-30T16:00:00.0/2024-08-30T17:00:00.0;540.4937;301.3583;132.0284;169.3299;318.7984
2024-08-30T17:00:00.0/2024-08-30T18:00:00.0;246.7255;100.5822;25.4615;75.1207;116.4420
2024-08-30T18:00:00.0/2024-08-30T19:00:00.0;14.6358;3.4842;0.1070;3.3772;1.9402
2024-08-30T19:00:00.0/2024-08-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T20:00:00.0/2024-08-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T21:00:00.0/2024-08-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T22:00:00.0/2024-08-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-30T23:00:00.0/2024-08-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T00:00:00.0/2024-08-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T01:00:00.0/2024-08-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T02:00:00.0/2024-08-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T03:00:00.0/2024-08-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T04:00:00.0/2024-08-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T05:00:00.0/2024-08-31T06:00:00.0;14.0661;3.2637;0.0818;3.1820;1.4989
2024-08-31T06:00:00.0/2024-08-31T07:00:00.0;244.7630;95.8358;21.0108;74.8250;96.7155
2024-08-31T07:00:00.0/2024-08-31T08:00:00.0;538.4908;289.5381;111.5583;177.9798;270.1384
2024-08-31T08:00:00.0/2024-08-31T09:00:00.0;801.8617;501.1915;243.3483;257.8431;403.0309
2024-08-31T09:00:00.0/2024-08-31T10:00:00.0;1016.9099;685.5701;375.9006;309.6695;493.2231
2024-08-31T10:00:00.0/2024-08-31T11:00:00.0;1168.9603;819.0605;480.0702;338.9904;548.8488
2024-08-31T11:00:00.0/2024-08-31T12:00:00.0;1247.6301;888.9648;536.7893;352.1755;575.3395
2024-08-31T12:00:00.0/2024-08-31T13:00:00.0;1247.5369;889.2083;535.6570;353.5513;574.1753
2024-08-31T13:00:00.0/2024-08-31T14:00:00.0;1168.6669;820.3154;480.3193;339.9960;549.3343
2024-08-31T14:00:00.0/2024-08-31T15:00:00.0;1016.3760;687.4662;378.5308;308.9354;497.0310
2024-08-31T15:00:00.0/2024-08-31T16:00:00.0;801.0257;502.5431;246.6633;255.8799;409.0746
2024-08-31T16:00:00.0/2024-08-31T17:00:00.0;537.2764;289.5834;113.1125;176.4709;274.4942
2024-08-31T17:00:00.0/2024-08-31T18:00:00.0;243.0886;95.1748;21.2344;73.9404;98.4893
2024-08-31T18:00:00.0/2024-08-31T19:00:00.0;13.4560;3.1113;0.0818;3.0296;1.5423
2024-08-31T19:00:00.0/2024-08-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T20:00:00.0/2024-08-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T21:00:00.0/2024-08-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T22:00:00.0/2024-08-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-08-31T23:00:00.0/2024-09-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T00:00:00.0/2024-09-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T01:00:00.0/2024-09-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T02:00:00.0/2024-09-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T03:00:00.0/2024-09-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T04:00:00.0/2024-09-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T05:00:00.0/2024-09-01T06:00:00.0;12.8828;3.1802;0.1757;3.0045;3.4285
2024-09-01T06:00:00.0/2024-09-01T07:00:00.0;241.1066;104.1304;34.8742;69.2562;165.7116
2024-09-01T07:00:00.0/2024-09-01T08:00:00.0;535.2457;309.6357;158.6268;151.0089;388.8136
2024-09-01T08:00:00.0/2024-09-01T09:00:00.0;798.9846;522.0248;307.8730;214.1518;513.6574
2024-09-01T09:00:00.0/2024-09-01T10:00:00.0;1014.3324;699.5427;428.1131;271.4296;564.1245
2024-09-01T10:00:00.0/2024-09-01T11:00:00.0;1166.5938;825.9911;512.4289;313.5623;587.5970
2024-09-01T11:00:00.0/2024-09-01T12:00:00.0;1245.3713;891.5775;555.3455;336.2321;596.5814
2024-09-01T12:00:00.0/2024-09-01T13:00:00.0;1245.2756;892.8848;563.8392;329.0457;605.8055
2024-09-01T13:00:00.0/2024-09-01T14:00:00.0;1166.2930;825.5681;516.6511;308.9170;592.4954
2024-09-01T14:00:00.0/2024-09-01T15:00:00.0;1013.7872;694.3437;415.4086;278.9351;547.1858
2024-09-01T15:00:00.0/2024-09-01T16:00:00.0;798.1343;509.8128;273.1982;236.6147;455.0786
2024-09-01T16:00:00.0/2024-09-01T17:00:00.0;534.0154;295.2504;126.9803;168.2701;310.3735
2024-09-01T17:00:00.0/2024-09-01T18:00:00.0;239.4163;95.9800;23.5337;72.4463;109.5074
2024-09-01T18:00:00.0/2024-09-01T19:00:00.0;12.3188;2.8430;0.0676;2.7755;1.3166
2024-09-01T19:00:00.0/2024-09-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T20:00:00.0/2024-09-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T21:00:00.0/2024-09-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T22:00:00.0/2024-09-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-01T23:00:00.0/2024-09-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T00:00:00.0/2024-09-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T01:00:00.0/2024-09-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T02:00:00.0/2024-09-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T03:00:00.0/2024-09-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T04:00:00.0/2024-09-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-09-02T05:00:00.0/2024-09-02T06:00:00.0;11.7800;2.6775;0.0478;2.6297;0.9357
2024-09-02T06:00:00.0/2024-09-02T07:00:00.0;237.4155;91.8826;18.5495;73.3331;86.8676
2024-09-02T07:00:00.0/2024-09-02T08:00:00.0;531.9581;284.4149;104.8520;179.5629;256.7869
2024-09-02T08:00:00.0/2024-09-02T09:00:00.0;796.0580;496.2715;234.9205;261.3510;392.1133
2024-09-02T09:00:00.0/2024-09-02T10:00:00.0;1011.6998;680.5743;367.6541;312.9203;485.2835
2024-09-02T10:00:00.0/2024-09-02T11:00:00.0;1164.1680;813.6454;473.3333;340.3121;543.8708
2024-09-02T11:00:00.0/2024-09-02T12:00:00.0;1243.0513;883.3419;533.1072;350.2347;574.0394
2024-09-02T12:00:00.0/2024-09-02T13:00:00.0;1242.9531;884.2119;536.9033;347.3086;578.2079
2024-09-02T13:00:00.0/2024-09-02T14:00:00.0;1163.8599;816.3605;485.9983;330.3623;558.7138
2024-09-02T14:00:00.0/2024-09-02T15:00:00.0;1011.1432;685.1677;386.7159;298.4518;510.9714
